0,Drought impact,2,-0.7014952733263342,0.11304286701179636
1,Ecological Footprint,6,-0.7663202025503507,0.13273250550195373
2,Family,3,-0.41136636625905676,-0.12324321418510419
3,Flora ,3,1.2798174224250591,-0.8175158483109701
4,Forest restoration,2,-0.6802420270316493,0.14559970596019886
5,HFC gas emissions,5,-0.6226916314552584,0.09727101297988351
6,High-throughput sequencing,0,-0.6379725768529945,0.06514344864504784
7,Instrumentation,0,0.30950558810115614,0.3414549513089451
8,Laser precipitation monitor ,0,-0.6306264870984964,0.06342211789730079
9,Leaf dry matter content,7,-0.635216429527492,0.07971817796957097
10,Leaf stomata density,7,-0.6004788348646781,0.06605690651639716
11,Leaf stomata size,4,-0.6176936812851365,0.07469973347112839
12,Leaf toughnes,7,0.5518625192344948,-0.3506183752110032
13,Living status,6,-0.6793027085210109,0.07074975345343586
14,Marine,3,0.6472162378084189,-0.8530792873476277
15,Metabolites,7,1.5385441186715059,1.9538182885039195
16,Nitrogen Concentration,6,-0.7171516784792904,0.07655907279070728
17,Phylogenetic signals,5,-0.6862857688414856,0.0855471853550147
18,Taxon richness,6,-0.6764970372691589,0.12857456566019937
19,Taxonomic family,1,-0.6688259945521678,0.04772695020129127
20,Vegetation layer height,0,-0.6294318416472334,0.06846651589698144
21,abiotic,7,1.4862850060292243,0.3994249127055497
22,abiotic element,5,-0.668531671052379,0.07406152342816921
23,abiotic environment,4,-0.7063048824872233,0.03003967239993444
24,above ground,0,-0.6715850390343441,0.10369729776841786
25,above-ground,0,-0.6715850390343441,0.10369729776841786
26,above-ground biomass,7,-0.6295133676024022,0.0841719120201814
27,aboveground,7,0.4023096541248842,-0.2461262434602469
28,aboveground dry matter biomass,6,-0.6346513928071393,0.0762886047770161
29,aboveground wood,1,-0.6791773062063581,0.05924329585774433
30,absent,1,-0.46393166380319556,0.1704293561593523
31,abundance,0,0.2240295103975809,-0.1496356339335593
32,abundant,5,0.3525788659932313,-0.26410519503333596
33,abundant decidious species,6,-0.7448122855221673,0.0692568606258016
34,acetic,7,0.19163416012111947,0.599148248460744
35,acetic acid,5,-0.7402943746459887,0.053004001699998894
36,acid,7,0.33650458617444456,0.3550314201429858
37,acidic,7,1.1084257417618701,0.17587550016012368
38,acidity,7,1.5344349895110225,0.4832147855627369
39,aegean sea,3,0.37438023628458733,-0.707979068017438
40,african coast,2,-0.6214060805555247,0.10997674560319287
41,age,1,-0.30829520457868803,0.2521727783354877
42,agricultural,3,0.5717295047987521,-1.0755061570568418
43,agricultural land,5,-0.6783026685019639,0.12375809159199475
44,agricultural terraces,6,-0.7438587137702153,0.08473503780476807
45,agriculture,3,0.5741542709177518,-0.9627383189829062
46,agroforestry,3,1.1605053909791934,-0.8766160779928247
47,air,0,-0.24114657387223398,-0.4164284327704821
48,air pollution,7,-0.6502619504196229,0.1462927558074912
49,al,5,-0.3312545167812749,0.17364315487026627
50,algal,7,1.7269684843448347,0.036174672095049806
51,algal bloom,4,-0.6675237838422974,0.07337539917924332
52,algorithm,7,0.4195173121902526,1.1523415569793154
53,alive,7,-0.4342519421670906,-0.17085745234177283
54,alive tree,3,-0.6273555042412551,0.08956732788291581
55,alpine,4,0.39151429503378554,-0.44223525425629606
56,altitude,0,0.47143757796025376,-0.17526345605574198
57,ammonium,7,1.1919762617719596,0.5169117161964345
58,amphibian,7,1.091302468168525,-0.3999744579322818
59,anatomical,7,0.8734061802152804,1.0159098855961788
60,animal,7,0.5733410895786856,-0.424627719023861
61,animal specy,7,0.5733410895786856,-0.424627719023861
62,ant,7,0.7561227638339447,-0.21561751545705093
63,anthropogenic,5,1.7993619160369678,-0.07005672355219729
64,anthropogenic disturbance,5,-0.7896676459684994,0.07529476992205614
65,anthropogenic disturbances,5,-0.7177097793568719,0.07760722078346895
66,anthropogenic factor,5,-0.7564409354815695,0.13614748093352647
67,anti-microbial,0,-0.7188035928767091,0.053062198482841556
68,anticipate,2,-0.39707859907807985,0.068321657867107
69,antimicrobial protein,6,-0.7915545202458573,0.03775114417796933
70,antioxidant,7,1.7357943703687517,1.5312252771705368
71,aquaculture,3,1.0240211760466027,-1.067268605500749
72,aquarium,3,0.36569998962953293,-0.8481792766250864
73,aquatic,7,0.9996799737599825,-0.7713731225380631
74,aquatic animal,6,-0.6899859927672876,0.03814926137244006
75,aquatic disease,6,-0.7084048484979689,0.09289322669224254
76,aquatic environment,6,-0.7094935557560941,0.07637213904709546
77,aquatic food,6,-0.6771780776004209,0.08173427864652726
78,arable,4,1.007059150440235,-1.1123945303277458
79,arable land,5,-0.6758557400322993,0.07055677041870714
80,archaea,7,1.6944361232246092,0.886665805995179
81,area,4,-0.23039012524123226,-0.37416150601822246
82,arion vulgaris slug,5,-0.7013224466048492,0.09511200798400642
83,atmospheric carbon dioxide,7,-0.5600520864199676,0.0827406447648682
84,atmospheric co2 concentration,0,-0.5952870367078489,0.08004349347797225
85,autotrophic,7,0.3928098268967407,0.32255772589456766
86,autotrophic metabolism,6,-0.7250822448333707,0.07429152495718219
87,average temperature,0,-0.7047043830753431,0.10916665439675886
88,bacterial,7,1.7213628740161104,0.9007987335538761
89,bacterial decomposition,6,-0.7176153101704457,0.06182299937867024
90,bacterioplankton production,0,-0.0790424854779561,0.006831517139340101
91,bacterium,7,1.870265862671134,1.0006380291775145
92,bank,6,-0.3106468470380434,-0.3859263269693206
93,barrier reef,5,-0.7035304528517762,0.14269997689390843
94,basal area,0,-0.7019598360698363,0.03376243424530151
95,base,4,-0.4587191891683532,-0.14160045574197838
96,basis,6,-0.36773601513621307,0.1806294638695762
97,bathyal habitat,3,1.5993391253477574,-1.3522504402026712
98,bathymetric,3,0.7060699199981264,0.06285771464340402
99,bay,3,-0.08346815987058955,-0.3899430624950462
100,beach,4,-0.013088513469460392,-0.8237112502989379
101,bean,1,0.26858155935936556,-0.3283086488753531
102,bedrock,4,-0.06140697606639472,-0.0779124718084865
103,bee,7,0.4663271222771507,-0.3982296098313936
104,below ground biomass,7,-0.6264837727853816,0.08143448997084424
105,below-ground,0,-0.6561040690933327,0.08929417309304574
106,below-ground biomass,7,-0.6264837727853816,0.08143448997084424
107,below-ground carbon,2,-0.6275074936756051,0.07867767545106619
108,belowground,7,0.6499356316874052,0.007008963921595887
109,bent,4,-0.303170859949378,0.03982441402012826
110,benthic,7,1.519224169467788,0.13360466966233678
111,benthic habitat,0,-0.8424734516311903,0.05949921969288985
112,beta-diversity,4,-0.6694408899854528,0.08289813823384212
113,biodiversity,3,1.75435729500394,-1.0931055223900592
114,biodiversity conservation,5,-0.6823008539808085,0.11309270497683431
115,biodiversity conservation policy,4,-0.6068304401607468,0.036153598213081437
116,biodiversity crisis,6,-0.6851710416386811,0.057085766463864214
